0 Image_num X Y
0 1662 206.432 114.358
0 1663 206.488 114.095
0 1664 206.488 114.095
0 1665 191.341 121.149
0 1670 186.827 120.929
0 1671 188.635 118.321
0 1672 188.865 117.724
0 1673 188.641 119.314
0 1674 194.478 116.111
0 1675 198.518 110.07
0 1676 198.518 110.07
0 1677 197.066 112.006
0 1678 197.22 110.811
0 1679 198.241 112.524
0 1680 202.686 112.608
0 1681 202.686 112.608
0 1682 203.783 113.043
0 1683 203.731 114.783
0 1684 203.654 116.364
0 1685 203.851 116.13
0 1686 203.988 117.469
0 1794 212.211 125.743
0 1795 210.52 125.877
0 1796 209.587 127.898
0 1797 208.207 128.957
0 1798 205.76 129.94
0 1799 205.76 129.94
0 1800 205.394 130.459
0 1801 204.937 130.991
0 1802 204.148 130.617
0 1811 200.347 128.312
0 1812 202.431 130.152
0 1813 220.722 133.406
0 1814 220.722 133.406
0 1815 219.325 133.141
0 1816 217.769 133.033
0 1817 215.612 133.636
0 1818 214.482 134.307
0 1819 214.482 134.307
0 1820 213.44 133.768
0 1821 210.035 133.819
0 1832 197.168 125.509
0 1833 197.476 126.294
0 1834 198.614 124.018
0 1879 216.421 124.677
0 1880 216.369 124.702
0 1881 213.836 125.079
0 1882 210.687 125.555
0 1883 207.681 123.635
0 1884 207.273 124.958
0 1885 205.879 126.242
0 1886 202.52 124.877
0 1890 202.52 124.877
0 1891 263.008 123.25
0 1892 275.763 124.842
0 1917 204.663 126.988
0 1919 211.186 125.481
0 1920 213.484 124.578
0 1921 196.231 123.143
0 1922 196.231 123.143
0 1924 198.528 126.18
0 1926 198.248 124.731
0 1927 198.248 124.731
0 1928 197.455 122.673
0 2015 262.32 118.01
0 2016 262.32 118.01
0 2017 275.555 123.25
0 2018 275.555 123.25
0 2019 280.008 127.472
0 2020 283.523 126.078
0 2021 282.413 122.468
0 2022 279.853 119.456
0 2023 279.867 119.535
0 2024 288.839 118.188
0 2041 206.821 126.716
0 2051 214.351 122.106
0 2052 212.583 122.622
0 2053 210.0 123.187
0 2054 209.16 122.693
0 2055 209.16 122.693
0 2056 208.013 122.781
0 2057 208.013 122.781
0 2058 208.067 125.35
0 2059 209.671 125.228
0 2060 209.671 125.228
0 2061 207.846 124.554
0 2062 207.994 126.734
0 2063 208.848 126.973
0 2064 206.739 127.526
0 2065 206.739 127.526
0 2066 208.745 125.714
0 2067 214.578 121.587
0 2068 213.818 123.16
0 2069 211.833 123.154
0 2070 211.833 123.154
0 2071 199.914 124.877
0 2072 200.02 124.717
0 2106 212.022 131.585
0 2107 211.0 132.208
0 2108 209.019 129.946
0 2109 209.019 129.946
0 2123 203.673 121.529
0 2124 203.673 121.529
0 2140 217.237 126.91
0 2141 217.228 126.967
0 2142 214.704 126.112
0 2145 217.638 129.137
0 2146 217.69 129.175
0 2147 217.714 127.65
0 2148 216.257 128.366
0 2150 212.229 129.151
0 2151 212.229 129.151
0 2165 198.071 129.475
0 2166 198.071 129.475
0 2167 201.514 130.137
0 2168 201.514 130.137
0 2169 202.055 126.727
0 2170 196.223 135.024
0 2171 196.223 135.024
0 2172 203.608 131.35
0 2173 203.67 131.352
0 2174 206.905 128.816
0 2175 209.331 127.393
0 2176 213.146 127.916
0 2177 218.528 125.443
0 2178 218.53 125.385
0 2179 225.554 124.701
0 2180 225.554 124.701
0 2181 227.42 126.074
0 2182 223.897 131.479
0 2183 223.897 131.479
0 2184 221.265 131.293
0 2185 221.265 131.293
0 2186 219.935 133.305
0 2187 242.454 132.31
0 2188 242.454 132.31
0 2189 229.185 134.311
0 2190 229.185 134.311
0 2191 219.839 137.071
0 2192 207.788 135.088
0 2193 207.788 135.088
0 2194 199.389 138.824
0 2195 199.389 138.824
0 2196 194.335 137.629
0 2197 191.169 140.199
0 2198 191.169 140.199
0 2199 228.378 144.21
0 2200 227.895 143.974
0 2201 253.242 138.632
0 2202 240.267 137.881
0 2203 240.267 137.881
0 2204 234.453 138.143
0 2205 234.453 138.143
0 2206 225.315 139.517
0 2207 225.315 139.517
0 2208 176.356 145.058
0 2209 177.025 147.77
0 2210 177.025 147.77
0 2211 190.745 141.777
0 2212 195.541 139.179
0 2213 195.655 139.194
0 2214 200.365 135.068
0 2215 200.421 135.049
0 2216 203.928 133.401
0 2217 203.964 133.296
0 2218 204.575 133.942
0 2219 205.544 135.648
0 2220 205.617 135.731
0 2221 203.099 130.816
0 2222 203.099 130.816
0 2223 202.65 130.691
0 2224 201.564 128.779
0 2225 201.564 128.779
0 2226 201.799 125.483
0 2227 201.799 125.483
0 2228 201.887 125.038
0 2229 194.512 130.383
0 2230 194.512 130.383
0 2231 197.03 131.842
0 2232 197.03 131.842
0 2233 200.516 130.151
0 2234 200.516 130.151
0 2235 202.385 129.724
0 2236 179.044 132.783
0 2237 179.092 132.747
0 2239 110.382 147.266
0 2240 110.382 147.266
0 2241 124.708 145.062
0 2242 124.708 145.062
0 2243 136.753 141.134
0 2244 146.051 138.643
0 2245 152.203 137.921
0 2246 145.509 137.017
0 2247 145.509 137.017
0 2248 148.726 137.303
0 2249 148.686 137.267
0 2250 148.048 138.533
0 2253 251.538 126.186
0 2254 251.538 126.186
0 2255 258.977 129.933
0 2256 232.12 134.401
0 2257 232.12 134.401
0 2258 212.896 135.254
0 2259 212.896 135.254
0 2260 202.727 135.853
0 2261 202.727 135.853
0 2262 198.569 136.818
0 2263 205.116 134.893
0 2264 205.123 134.84
0 2265 208.857 136.632
0 2266 207.584 135.922
0 2267 207.584 135.922
0 2268 179.437 142.828
0 2269 179.373 142.825
0 2270 181.545 142.369
0 2271 185.739 143.012
0 2272 185.739 143.012
0 2273 189.068 140.891
0 2274 189.068 140.891
0 2275 192.0 139.732
0 2276 192.0 139.732
0 2277 196.696 138.869
0 2278 195.897 137.966
0 2279 195.897 137.966
0 2280 196.632 136.67
0 2281 196.647 136.614
0 2282 196.648 136.555
0 2283 194.358 132.943
0 2284 194.358 132.943
0 2285 195.542 128.038
0 2286 195.542 128.038
0 2287 193.64 125.93
0 2288 193.134 125.482
0 2289 193.134 125.482
0 2290 193.859 123.766
0 2291 193.859 123.766
0 2292 194.516 126.715
0 2293 189.492 131.873
0 2294 189.492 131.873
0 2295 192.337 135.095
0 2296 192.337 135.095
0 2297 194.021 134.203
0 2298 195.738 138.607
0 2299 195.738 138.607
0 2300 218.101 132.33
0 2301 218.051 132.456
0 2302 210.141 134.726
0 2303 210.141 134.726
0 2304 208.142 134.005
0 2305 195.963 131.545
0 2306 195.963 131.545
0 2307 194.488 131.657
0 2308 194.488 131.657
0 2309 197.425 133.736
0 2310 205.4 127.625
0 2311 205.4 127.625
0 2312 206.704 123.531
0 2313 204.723 124.408
0 2314 204.723 124.408
0 2315 201.918 122.147
0 2316 201.863 122.169
0 2317 200.42 119.362
0 2318 200.415 119.421
0 2319 199.881 117.371
0 2320 191.611 130.896
0 2321 191.611 130.896
0 2322 191.884 127.507
0 2323 191.884 127.507
0 2324 193.267 128.581
0 2325 191.937 129.292
0 2326 191.937 129.292
0 2327 194.718 129.172
0 2328 194.779 129.181
0 2329 187.508 129.872
0 2330 187.465 129.911
0 2331 188.017 130.981
0 2332 188.23 128.847
0 2333 188.23 128.847
0 2334 188.027 130.104
0 2335 188.087 130.114
0 2336 202.131 132.488
0 2337 204.934 132.104
0 2338 204.934 132.104
0 2339 200.81 133.697
0 2340 198.667 131.5
0 2341 198.667 131.5
0 2342 195.695 131.357
0 2343 195.695 131.357
0 2344 195.383 129.554
0 2345 195.383 129.554
0 2346 199.413 130.471
0 2347 197.354 128.182
0 2348 197.356 128.072
0 2349 197.017 129.111
0 2350 196.992 129.058
0 2351 198.061 128.875
0 2352 173.121 135.228
0 2353 173.121 135.228
0 2354 177.852 133.611
0 2355 177.852 133.611
0 2356 184.665 132.974
0 2357 185.382 132.857
0 2358 185.382 132.857
0 2359 185.153 134.324
0 2360 185.202 134.287
0 2361 185.532 135.868
0 2362 185.532 135.868
0 2363 190.222 133.043
0 2364 192.456 132.319
0 2365 192.463 132.377
0 2366 187.301 134.815
0 2371 276.9 121.467
0 2372 276.9 121.467
0 2374 250.465 119.535
0 2375 250.471 119.467
0 2383 178.674 138.641
0 2389 213.38 131.642
0 2390 213.38 131.642
0 2610 203.053 131.509
0 2611 202.991 131.525
0 2615 230.756 121.673
0 2616 230.756 121.673
0 2617 219.317 121.429
0 2618 216.901 121.834
0 2619 216.877 121.774
0 2620 214.23 122.056
0 2621 214.23 122.056
0 2622 213.801 123.249
0 2623 231.643 121.091
0 2624 231.586 121.053
0 2625 229.343 120.491
0 2626 229.407 120.517
0 2627 227.724 119.894
0 2628 227.683 119.838
0 2639 200.855 120.152
0 2640 201.723 120.48
0 2641 201.723 120.48
0 2642 202.934 120.401
0 2643 202.934 120.401
0 2644 209.194 121.761
0 2645 209.833 121.029
0 2646 209.833 121.029
0 2647 218.324 117.314
0 2648 218.324 117.314
0 2649 218.326 113.07
0 2650 218.068 113.027
0 2651 218.068 113.027
0 2652 217.451 113.429
0 2653 217.451 113.429
0 2654 217.985 113.066
0 2655 217.962 113.0
0 2659 274.338 133.711
0 2660 274.338 133.711
0 2696 189.365 117.263
0 2697 189.365 117.263
0 2698 193.395 115.967
0 2699 195.113 115.433
0 2700 195.156 115.482
0 2782 216.765 131.513
0 2783 216.721 131.552
0 2784 212.06 131.021
0 2785 211.15 130.716
0 2786 211.15 130.716
0 2854 218.57 118.631
0 2855 218.57 118.631
0 2856 219.589 116.925
0 2857 219.589 116.925
0 2858 218.796 116.803
0 2859 218.251 116.836
0 2860 217.944 116.25
0 2861 218.345 116.155
0 2862 218.318 116.212
0 2863 217.032 115.839
0 2864 217.137 115.007
0 2865 217.257 114.95
0 2866 216.832 114.951
0 2867 216.832 114.951
0 2868 210.311 118.79
0 2972 224.829 119.322
0 2973 224.829 119.322
0 2974 220.859 119.381
0 2975 219.966 119.301
0 2976 218.701 118.928
0 2977 217.825 119.084
0 2978 217.691 119.361
0 2979 217.726 119.308
0 2980 217.726 119.308
0 2981 224.067 113.461
0 2982 223.948 113.875
0 2983 223.697 114.199
0 2984 222.835 114.835
0 2985 222.835 114.835
0 2989 220.28 117.756
0 2990 220.28 117.756
0 2991 219.709 117.201
0 2992 218.914 116.562
0 2993 218.824 116.786
0 2994 218.947 116.97
0 2995 218.947 116.97
0 2996 216.14 116.463
0 2997 215.636 116.044
0 2998 214.574 115.234
0 2999 213.709 114.975
0 3000 213.709 114.975
0 3001 214.0 114.588
0 3002 213.969 114.346
0 3003 214.483 113.66
0 3004 213.829 113.346
0 3005 213.829 113.346
0 3006 213.645 114.34
0 3007 213.1 113.651
0 3008 212.922 113.383
0 3009 213.239 113.413
0 3010 214.088 113.114
0 3011 213.898 113.08
0 3012 213.898 113.08
0 3013 213.898 113.08
0 3014 213.172 112.366
0 3015 213.13 112.746
0 3016 212.906 112.862
0 3017 212.88 112.924
0 3018 212.578 111.097
0 3019 211.978 110.486
0 3020 211.978 110.486
0 3021 211.878 110.953
0 3022 211.856 111.014
0 3023 212.454 110.659
0 3024 212.136 110.595
0 3025 211.873 112.473
0 3026 212.633 113.616
0 3027 212.633 113.616
0 3028 212.761 110.906
0 3029 212.964 110.59
0 3030 213.336 111.032
0 3031 213.31 111.535
0 3032 213.336 111.597
0 3058 199.725 126.407
0 3059 199.758 126.353
0 3079 194.058 117.731
0 3082 187.497 117.345
0 3083 192.815 116.606
0 3084 201.302 114.82
0 3085 207.792 109.944
0 3086 207.758 109.823
0 3089 207.348 119.875
0 3090 208.649 119.21
0 3091 209.398 117.511
0 3092 209.955 116.677
0 3093 210.273 116.492
0 3094 210.273 116.492
0 3095 210.273 116.492
0 3096 210.273 116.492
0 3114 202.424 123.434
0 3115 202.601 123.899
0 3116 202.68 123.778
0 3117 200.388 121.88
0 3118 199.86 121.488
0 3119 199.584 121.65
0 3120 199.393 122.2
0 3121 227.022 112.044
0 3124 225.473 113.026
0 3125 222.564 112.779
0 3126 219.097 113.503
0 3127 216.958 114.392
0 3128 215.261 114.488
0 3129 213.936 113.348
0 3130 212.549 112.419
0 3338 187.345 126.186
0 3361 193.606 129.08
0 3375 184.605 124.32
0 3376 184.564 125.244
0 3377 185.0 123.0
0 3381 184.962 122.948
0 3383 183.401 124.68
0 3384 182.942 122.034
0 3385 183.184 123.531
0 3386 181.877 124.123
0 3409 176.39 116.527
0 3410 178.103 115.515
0 3411 179.744 114.388
0 3412 176.486 114.326
0 3413 178.41 116.315
0 3414 180.768 118.159
0 3415 182.276 118.589
0 3416 182.571 117.004
0 3417 183.129 116.849
0 3418 186.601 119.167
0 3419 185.963 117.056
0 3420 184.692 119.654
0 3442 181.109 125.214
0 3445 264.175 106.103
0 3447 257.243 115.913
0 3448 248.423 118.516
0 3450 238.0 114.129
0 3451 234.77 112.192
0 3488 188.966 119.228
0 3489 188.764 119.506
0 3490 189.435 118.773
0 3491 190.308 117.474
0 3492 190.487 117.255
0 3493 190.308 117.474
0 3494 190.952 119.048
0 3495 192.461 119.584
0 3496 193.246 120.91
0 3497 193.592 120.702
0 3498 194.227 120.485
0 3499 195.523 123.091
0 3500 196.235 125.576
0 3501 196.284 124.507
0 3502 196.318 126.879
0 3524 195.429 123.676
0 3525 195.14 123.155
0 3526 195.328 123.714
0 3527 195.456 124.766
0 3528 189.847 124.881
0 3529 186.245 124.079
0 3530 185.792 122.477
0 3531 185.492 124.346
0 3532 184.734 124.849
0 3533 184.554 123.085
0 3534 185.537 124.154
0 3535 185.677 123.7
0 3536 185.605 124.178
0 3537 184.954 120.562
0 3538 185.369 120.859
0 3539 185.369 122.859
0 3540 195.556 123.341
0 3541 194.4 121.815
0 3542 194.054 121.625
0 3543 193.556 123.73
0 3544 192.486 121.827
0 3545 192.314 121.042
0 3546 192.132 122.705
0 3547 191.961 125.058
0 3548 179.931 126.782
0 3549 180.267 125.641
0 3550 180.267 125.641
0 3551 180.889 126.268
0 3552 182.167 125.551
0 3553 182.684 125.065
0 3554 183.735 125.909
0 3555 184.157 125.243
0 3556 185.061 124.75
0 3557 190.095 123.953
0 3558 196.097 122.97
0 3559 195.902 121.439
0 3560 193.623 117.457
0 3561 191.88 118.614
0 3562 192.738 120.297
0 3563 194.326 122.568
0 3564 194.548 118.091
0 3565 195.931 116.347
0 3566 197.992 113.931
0 3567 201.878 115.443
0 3568 206.902 118.533
0 3569 209.865 115.028
0 3570 212.514 113.439
0 3571 215.293 114.618
0 3572 196.0 119.448
0 3573 196.0 119.5
0 3575 198.45 112.509
0 3576 199.695 116.405
0 3577 198.366 115.718
0 3578 206.791 114.449
0 3581 272.286 113.32
0 3582 278.0 123.0
0 3583 267.362 122.93
0 3584 251.596 118.385
0 3585 240.596 114.57
0 3586 250.077 119.731
0 3587 271.135 124.221
0 3588 265.864 119.631
0 3589 262.409 117.693
0 3590 259.0 115.0
0 3591 257.339 113.466
0 3592 255.569 113.78
0 3593 253.929 111.825
0 3594 252.437 108.643
0 3595 251.572 107.992
0 3596 249.906 108.047
0 3597 249.31 105.239
0 3598 249.463 105.595
0 3599 249.558 106.186
0 3600 249.838 107.7
0 3601 249.465 106.969
0 3602 249.628 106.109
0 3603 253.349 107.808
0 3604 252.989 109.77
0 3605 252.748 108.588
0 3606 253.663 107.77
0 3607 255.736 109.76
0 3608 232.097 107.101
0 3612 117.405 116.486
0 3613 131.81 120.661
0 3614 150.881 120.714
0 3615 164.909 119.646
0 3616 174.994 118.385
0 3617 181.356 118.482
0 3618 186.106 119.408
0 3619 191.954 117.971
0 3620 192.902 118.37
0 3621 192.717 119.088
0 3622 193.717 119.755
0 3623 194.09 120.795
0 3624 192.98 121.517
0 3625 193.151 119.836
0 3626 194.469 120.923
0 3627 193.484 123.208
0 3628 190.883 122.562
0 3629 193.397 123.037
0 3630 204.059 125.465
0 3631 201.889 125.933
0 3632 200.537 125.309
0 3633 199.934 125.262
0 3634 199.547 126.066
0 3635 178.83 125.911
0 3636 179.862 127.433
0 3637 182.946 129.348
0 3638 186.448 128.904
0 3639 186.447 124.199
0 3640 186.729 124.153
0 3641 188.329 125.459
0 3642 192.73 126.341
0 3643 191.186 126.759
0 3644 191.075 128.49
0 3645 191.01 128.471
0 3646 189.845 126.068
0 3647 188.784 124.007
0 3648 187.331 131.324
0 3649 198.199 157.945
0 3650 201.951 159.589
0 3651 203.067 159.726
0 3652 203.463 159.826
0 3653 204.021 157.938
0 3654 204.931 157.324
0 3655 205.329 157.692
0 3656 204.841 156.529
0 3657 191.0 158.662
0 3658 193.368 160.638
0 3659 195.118 160.052
0 3660 197.57 161.446
0 3661 199.373 162.889
0 3662 200.807 163.311
0 3663 203.625 163.145
0 3664 202.581 165.122
0 3665 201.191 131.485
0 3666 206.221 132.366
0 3676 201.0 118.0
0 3677 199.85 117.743
0 3678 199.094 116.949
0 3679 198.967 115.616
0 3680 199.511 114.326
0 3681 199.963 114.749
0 3682 199.758 114.394
0 3683 198.373 112.601
0 3684 198.134 111.953
0 3685 185.509 127.209
0 3690 188.478 127.19
0 3691 190.305 122.257
0 3693 205.829 117.494
0 3756 180.06 116.253
0 3770 198.957 112.848
0 3771 197.546 111.326
0 3772 196.79 112.725
0 3773 196.13 113.0
0 3774 194.862 111.623
0 3786 196.782 116.182
0 3789 174.969 112.355
0 3790 182.327 112.231
0 3793 196.736 111.611
0 3795 200.475 111.156
0 3796 179.863 121.416
0 3802 189.624 125.721
0 3803 190.81 124.325
0 3804 191.846 124.049
0 3805 193.163 123.765
0 3806 192.705 123.079
0 3813 211.017 108.595
0 3817 205.61 114.072
0 3819 203.899 114.155
0 3822 201.878 109.298
0 3823 201.469 110.815
0 3835 201.879 126.785
0 3836 201.672 111.053
0 3837 200.19 111.627
0 3838 200.0 112.338
0 3839 200.322 112.734
0 3840 200.916 112.234
0 3841 201.264 113.368
0 3842 201.578 113.911
0 3843 200.0 112.763
0 3844 200.219 112.347
0 3845 200.985 112.381
0 3846 200.292 113.408
0 3847 199.881 113.0
0 3848 199.843 112.637
0 3849 200.105 113.228
0 3850 199.931 114.184
0 3851 200.023 113.508
0 3852 200.398 112.59
0 3853 200.359 112.534
0 3854 201.251 113.228
0 3856 201.021 111.114
0 3859 109.157 133.796
0 3876 230.296 130.357
0 3877 222.328 131.284
0 3878 217.285 131.735
0 3879 214.432 132.47
0 3880 211.773 132.485
0 3881 208.824 131.363
0 3882 207.061 132.563
0 3883 206.391 134.03
0 3914 225.315 146.189
0 3915 213.875 146.949
0 3959 141.654 133.526
0 4060 157.761 118.512
0 4084 243.711 110.281
0 4085 254.189 113.406
0 4086 243.362 117.063
0 4087 226.875 120.982
0 4088 215.993 121.719
0 4089 208.688 122.119
0 4090 202.478 123.791
0 4091 200.033 125.814
0 4092 198.396 124.758
0 4093 196.667 124.4
0 4094 197.062 125.687
0 4095 196.875 127.891
0 4096 196.033 126.098
0 4097 197.641 125.449
0 4098 199.064 125.344
0 4099 198.352 125.922
0 4100 198.291 125.57
0 4101 198.857 124.073
0 4102 197.292 125.841
0 4108 195.113 126.142
0 4109 198.406 128.348
0 4111 194.489 120.391
0 4112 196.9 119.32
0 4113 199.08 118.547
0 4114 201.86 123.159
0 4115 201.758 121.065
0 4116 201.03 116.816
0 4117 203.125 114.525
0 4119 223.867 117.306
0 4120 218.349 116.766
0 4121 213.956 116.938
0 4122 211.706 118.36
0 4123 208.104 120.533
0 4124 205.855 122.381
0 4125 204.634 122.745
0 4126 204.138 124.263
0 4127 199.571 127.05
0 4132 195.052 127.739
0 4133 199.472 126.408
0 4134 201.524 127.83
0 4135 195.219 130.39
0 4136 197.236 125.316
0 4137 199.637 124.726
0 4138 201.57 127.652
0 4139 202.982 128.509
0 4140 204.085 121.953
0 4141 207.893 119.536
0 4142 208.908 122.211
0 4143 209.964 123.978
0 4144 211.689 121.378
0 4145 212.193 122.684
0 4146 214.015 125.839
0 4147 216.355 125.064
0 4166 241.908 118.585
0 4168 222.368 124.807
0 4169 214.024 126.243
0 4185 198.022 121.754
0 4186 195.716 120.34
0 4187 193.011 118.573
0 4188 192.854 117.401
0 4193 177.028 124.138
0 4196 180.968 122.73
0 4197 184.466 124.767
0 4198 188.0 123.0
0 4199 190.13 121.0
0 4200 180.308 124.951
0 4201 183.826 127.436
0 4202 184.928 124.385
0 4203 185.647 125.011
0 4204 187.692 126.26
0 4205 190.512 125.731
0 4206 191.786 125.153
0 4207 193.0 126.0
0 4208 191.658 125.929
0 4210 188.963 123.879
0 4211 188.838 121.031
0 4212 190.89 123.589
0 4213 191.82 124.27
0 4214 190.191 122.348
0 4215 191.145 120.29
0 4216 210.373 120.104
0 4217 208.601 122.579
0 4218 205.567 120.915
0 4219 204.297 122.12
0 4220 204.837 124.104
0 4221 203.78 123.814
0 4222 202.296 124.172
0 4223 203.104 124.781
0 4224 203.897 125.821
0 4225 203.585 125.789
0 4226 203.514 123.729
0 4227 204.835 124.996
0 4228 205.687 124.669
0 4229 205.665 123.44
0 4230 204.835 121.773
0 4231 200.391 121.16
0 4232 201.13 120.848
0 4233 201.17 118.188
0 4234 201.577 118.453
0 4235 203.273 117.906
0 4236 209.758 115.449
0 4237 209.722 115.391
0 4238 210.41 116.493
0 4239 211.517 117.509
0 4269 211.041 120.877
0 4270 213.344 120.964
0 4271 214.04 118.976
0 4272 216.871 119.826
0 4273 220.222 120.329
0 4274 219.034 121.478
0 4295 241.598 125.122
0 4296 235.282 129.845
0 4297 226.469 124.653
0 4298 220.742 126.742
0 4299 216.295 125.57
0 4314 191.355 126.593
0 4316 194.0 126.127
0 4317 196.81 126.545
0 4318 200.029 126.44
0 4319 195.103 126.769
0 4343 249.805 122.103
0 4344 243.662 122.121
0 4345 234.976 121.887
0 4346 228.357 120.829
0 4347 223.333 121.026
0 4348 219.934 120.993
0 4350 209.966 120.721
0 4352 194.126 120.033
0 4353 192.95 123.535
0 4355 195.322 123.411
0 4356 197.048 125.226
0 4357 198.758 125.857
0 4358 200.624 126.034
0 4359 200.942 126.261
0 4360 201.756 126.216
0 4361 204.094 125.087
0 4362 225.023 121.24
0 4363 225.426 122.938
0 4364 224.27 123.9
0 4365 222.063 125.945
0 4366 220.297 124.631
0 4367 218.789 122.973
0 4368 218.467 125.923
0 4372 200.487 130.624
0 4373 206.455 132.933
0 4374 206.129 130.75
0 4392 265.038 108.888
0 4393 265.038 108.888
0 4394 248.86 121.73
0 4395 233.166 123.66
0 4396 222.324 123.109
0 4397 216.311 125.432
0 4398 212.704 128.315
0 4399 217.254 124.292
0 4400 234.82 116.736
0 4401 231.805 118.797
0 4402 229.43 118.0
0 4403 226.979 116.589
0 4404 224.769 118.98
0 4405 223.459 120.033
0 4406 222.105 119.234
0 4408 207.257 125.703
0 4409 208.454 125.673
0 4410 208.407 124.793
0 4411 208.0 125.0
0 4412 208.164 125.234
0 4413 208.558 124.654
0 4414 207.585 126.225
0 4415 207.725 127.37
0 4416 208.24 126.313
0 4417 208.0 126.877
0 4418 207.268 126.42
0 4419 206.77 124.64
0 4420 217.354 123.52
0 4434 196.658 124.651
0 4435 198.58 123.2
0 4436 199.266 125.428
0 4452 204.082 121.966
0 4453 204.893 121.633
0 4454 204.938 121.889
0 4455 203.668 120.519
0 4456 214.248 114.128
0 4462 211.88 115.19
0 4463 210.41 114.125
0 4464 210.428 115.825
0 4465 212.469 118.007
0 4466 211.151 117.972
0 4467 209.314 116.993
0 4468 209.979 118.636
0 4474 197.212 122.483
0 4475 198.771 123.283
0 4476 198.81 121.415
0 4477 199.064 120.725
0 4478 199.944 121.729
0 4479 200.118 119.359
0 4480 200.841 119.471
0 4481 201.411 120.877
0 4482 202.327 120.231
0 4483 202.983 119.394
0 4484 203.566 118.149
0 4485 203.254 117.437
0 4486 202.12 116.894
0 4487 200.544 116.411
0 4488 201.092 115.838
0 4489 207.876 119.058
0 4490 206.317 120.835
0 4491 204.59 120.072
0 4492 204.065 119.025
0 4493 204.273 120.245
